reviewerid,reviewno_reviewers,analoral_ct,cuddling_ct,cunninlingus_ct,ejaculationonbody_ct,fellatio_ct,intercourseanal_ct,intercoursevaginal_ct,kissing_ct,manualanalstimulation_ct,manualpenilestimulation_ct,manualvaginalstimulation_ct,massage_ct,sm_ct,testiclestimulation_ct,threesome_ct,analoral_ct_bin,cuddling_ct_bin,cunninlingus_ct_bin,ejaculationonbody_ct_bin,fellatio_ct_bin,intercourseanal_ct_bin,intercoursevaginal_ct_bin,kissing_ct_bin,manualanalstimulation_ct_bin,manualpenilestimulation_ct_bin,manualvaginalstimulation_ct_bin,massage_ct_bin,sm_ct_bin,testiclestimulation_ct_bin,threesome_ct_bin,avgspph_p50,avgspph_sd,avgspph_avg,app_reviewer_p50,app_reviewer_sd,app_reviewer_avg,perf_reviewer_p50,perf_reviewer_sd,perf_reviewer_avg,cscore_reviewer_p50,cscore_reviewer_sd,cscore_reviewer_avg,rvwdate_last_reviewer,rvwyear_last_reviewer,rvwdate_first_reviewer,rvwyear_first_reviewer,rptescorts_reviewers,rvwduration_years_reviewer,rvwduration_days_reviewer,appgap_reviewer_p50,age_cont2_p50,height_cont2_p50,breastsize_cont2_p50,breastcup_cont_p50,hairlength_cont_p50,kiss_bin_p50,kiss_tongue_bin_p50,blowjob_bin_p50,blowjob_condom_bin_p50,cuminmouth_bin_p50,touchpussy_bin_p50,lickpussy_bin_p50,sex_bin_p50,multiplepops_bin_p50,anal_bin_p50,rimming_bin_p50,sm_bin_p50,twogirlaction_bin_p50,bringsecondprovider_bin_p50,multipleguys_bin_p50,avgpph_p50,reviewno_escort_sd,appgap_reviewer_sd,age_cont2_sd,height_cont2_sd,breastsize_cont2_sd,breastcup_cont_sd,hairlength_cont_sd,kiss_bin_sd,kiss_tongue_bin_sd,blowjob_bin_sd,blowjob_condom_bin_sd,cuminmouth_bin_sd,touchpussy_bin_sd,lickpussy_bin_sd,sex_bin_sd,multiplepops_bin_sd,anal_bin_sd,rimming_bin_sd,sm_bin_sd,twogirlaction_bin_sd,bringsecondprovider_bin_sd,multipleguys_bin_sd,avgpph_sd,reviewno_escort_avg,appgap_reviewer_avg,age_cont2_avg,height_cont2_avg,breastsize_cont2_avg,breastcup_cont_avg,hairlength_cont_avg,kiss_bin_avg,kiss_tongue_bin_avg,blowjob_bin_avg,blowjob_condom_bin_avg,cuminmouth_bin_avg,touchpussy_bin_avg,lickpussy_bin_avg,sex_bin_avg,multiplepops_bin_avg,anal_bin_avg,rimming_bin_avg,sm_bin_avg,twogirlaction_bin_avg,bringsecondprovider_bin_avg,multipleguys_bin_avg,ontime_bin_avg,smokes_bin_avg,breastimplants_bin_avg,pubichair_cont_avg,transsexual_bin_avg,servicearea_bin_escort_avg,servicearea_bin_massage_avg,servicearea_bin_sm_avg,servicearea_bin_multiple_avg,pornstar_bin_avg,avgpph_avg,unqescorts_reviewers,ethnicity_n,ethnicity_mode,build_n,build_mode,breastappearance_n,breastappearance_mode,haircolor_n,haircolor_mode,hairtype_n,hairtype_mode,service_n,service_mode,reviewno_escort_max,reviewno_escort_min
30764,1,0,0,0,0,0,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,400,,400,8,,8,9,,9,8.5,,8.5,01feb2002,2002,01feb2002,2002,0,0,0,-1,18,66,34,4,4,1,0,1,0,0,1,1,1,,0,,0,,,,400,,,,,,,,,,,,,,,,,,,,,,,,13,-1,18,66,34,4,4,1,0,1,0,0,1,1,1,,0,,0,,,,0,0,0,0,0,1,0,1,1,0,400,1,1,White,1,Athletic,1,Super nice,1,Bleached,1,Straight,1,Escort/Massage/S&M,13,13
30843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,,300,8,,8,9,,9,8.5,,8.5,01jan2006,2006,01jan2006,2006,0,0,0,-1,21,63,36,3,2,1,1,1,1,0,0,0,1,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,5,-1,21,63,36,3,2,1,1,1,1,0,0,0,1,,,,,,,,1,0,0,,0,1,1,0,1,0,300,1,1,White,1,Baby fat,1,Youthful,1,Brown,1,Straight,1,Escort/Massage,5,5
30852,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,200,,200,8,,8,9,,9,8.5,,8.5,01jan2002,2002,01jan2002,2002,0,0,0,-1,21,63,36,5,6,1,1,1,0,,,,1,,1,,,0,,,200,,,,,,,,,,,,,,,,,,,,,,,,104,-1,21,63,36,5,6,1,1,1,0,,,,1,,1,,,0,,,1,0,1,,1,1,0,0,0,0,200,1,1,Asian,1,Athletic,1,Super nice,1,Brown,1,Permed,1,Escort,104,104
30894,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,350,,350,8,,8,9,,9,8.5,,8.5,01sep2006,2006,01sep2006,2006,0,0,0,-1,21,63,34,5,4,1,0,1,1,0,1,1,1,1,,,,1,1,1,350,,,,,,,,,,,,,,,,,,,,,,,,10,-1,21,63,34,5,4,1,0,1,1,0,1,1,1,1,,,,1,1,1,1,0,0,,0,1,1,0,1,0,350,1,1,African american,1,Athletic,1,Perky,1,Black,1,Permed,1,Escort/Massage,10,10
31026,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,341.5,,341.5,7,,7,9,,9,8,,8,01nov2002,2002,01nov2002,2002,0,0,0,-2,31,63,34,2,4,1,1,1,0,0,1,1,1,1,0,,0,1,1,0,327.66666,,,,,,,,,,,,,,,,,,,,,,,,67,-2,31,63,34,2,4,1,1,1,0,0,1,1,1,1,0,,0,1,1,0,1,0,0,,0,1,1,0,1,0,327.66666,1,1,White,1,Thin,1,Average,1,Blonde,1,Curly,1,Escort/Massage,67,67
31038,1,0,0,0,0,0,0,0,3,1,1,1,2,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,300,,300,8,,8,9,,9,8.5,,8.5,01apr2003,2003,01apr2003,2003,0,0,0,-1,21,63,32,3,4,1,1,1,0,0,1,1,1,0,1,,0,1,,0,275,,,,,,,,,,,,,,,,,,,,,,,,34,-1,21,63,32,3,4,1,1,1,0,0,1,1,1,0,1,,0,1,,0,1,0,0,,0,1,1,0,1,0,275,1,1,White,1,Average,1,Average,1,Red,1,Straight,1,Escort/Massage,34,34
31109,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,100,,100,7,,7,9,,9,8,,8,01oct2008,2008,01oct2008,2008,0,0,0,-2,26,63,38,5,3,1,1,1,0,0,1,1,1,1,0,1,0,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,1,-2,26,63,38,5,3,1,1,1,0,0,1,1,1,1,0,1,0,,,0,1,0,0,0,0,1,1,0,1,0,100,1,1,White,1,Flabby,1,Super nice,1,Red,1,Straight,1,Escort/Massage,1,1
31138,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,400,,400,9,,9,9,,9,9,,9,01nov2009,2009,01nov2009,2009,0,0,0,0,31,66,36,2,5,1,1,1,0,,1,1,1,1,,1,,1,,,400,,,,,,,,,,,,,,,,,,,,,,,,22,0,31,66,36,2,5,1,1,1,0,,1,1,1,1,,1,,1,,,1,1,0,0,0,1,0,1,1,0,400,1,1,White,1,Athletic,1,Perky,1,Brown,1,Straight,1,Escort/Massage/S&M,22,22
31153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,,300,7,,7,9,,9,8,,8,01dec2007,2007,01dec2007,2007,0,0,0,-2,18,63,34,2,4,0,0,1,0,1,1,1,1,,0,,1,,,,300,,,,,,,,,,,,,,,,,,,,,,,,13,-2,18,63,34,2,4,0,0,1,0,1,1,1,1,,0,,1,,,,1,0,0,,0,1,0,1,1,0,300,1,1,White,1,Skinny,1,Youthful,1,Blonde,1,Straight,1,Escort/Massage/S&M,13,13
32061,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,350,,350,9,,9,9,,9,9,,9,01aug2006,2006,01aug2006,2006,0,0,0,0,36,66,32,3,4,1,1,1,0,,1,1,1,,1,0,,1,1,,350,,,,,,,,,,,,,,,,,,,,,,,,139,0,36,66,32,3,4,1,1,1,0,,1,1,1,,1,0,,1,1,,1,0,1,0,0,1,1,0,1,0,350,1,1,White,1,Thin,1,Youthful,1,Brown,1,Straight,1,Escort/Massage,139,139
32076,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,300,,300,8,,8,9,,9,8.5,,8.5,01mar2010,2010,01mar2010,2010,0,0,0,-1,36,66,36,3,4,1,1,1,0,1,1,1,1,1,1,0,1,1,1,,300,,,,,,,,,,,,,,,,,,,,,,,,54,-1,36,66,36,3,4,1,1,1,0,1,1,1,1,1,1,0,1,1,1,,1,0,1,,0,1,0,1,1,0,300,1,1,White,1,Average,1,Super nice,1,Red,1,Straight,1,Escort/Massage/S&M,54,54
32111,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,250,,250,7,,7,9,,9,8,,8,01jun2005,2005,01jun2005,2005,0,0,0,-2,26,63,36,3,5,1,1,1,1,0,1,0,1,1,0,,0,,,,250,,,,,,,,,,,,,,,,,,,,,,,,13,-2,26,63,36,3,5,1,1,1,1,0,1,0,1,1,0,,0,,,,1,0,0,,0,1,1,0,1,0,250,1,1,Asian,1,Flabby,1,Average,1,Black,1,Straight,1,Escort/Massage,13,13
32122,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,275,,275,8,,8,9,,9,8.5,,8.5,01sep2002,2002,01sep2002,2002,0,0,0,-1,41,69,38,2,3,1,1,1,0,1,1,1,1,1,0,,1,,,,275,,,,,,,,,,,,,,,,,,,,,,,,206,-1,41,69,38,2,3,1,1,1,0,1,1,1,1,1,0,,1,,,,1,0,0,2,0,1,1,0,1,0,275,1,1,White,1,Athletic,1,Perky,1,Red,1,Curly,1,Escort/Massage,206,206
32147,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,272,,272,9,,9,9,,9,9,,9,01nov2003,2003,01nov2003,2003,0,0,0,0,36,66,38,5,6,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,272,,,,,,,,,,,,,,,,,,,,,,,,239,0,36,66,38,5,6,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,272,1,1,White,1,Average,1,Super nice,1,Red,1,Straight,1,Escort/Massage,239,239
32301,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,280,,280,8,,8,9,,9,8.5,,8.5,01nov2004,2004,01nov2004,2004,0,0,0,-1,41,66,38,5,4,1,1,1,0,0,1,1,1,1,0,0,1,1,1,,280,,,,,,,,,,,,,,,,,,,,,,,,117,-1,41,66,38,5,4,1,1,1,0,0,1,1,1,1,0,0,1,1,1,,1,0,0,2,0,1,1,0,1,0,280,1,1,Baltic,1,Athletic,1,Super nice,1,Blonde,1,Straight,1,Escort/Massage,117,117
32347,1,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,300,,300,8,,8,9,,9,8.5,,8.5,01may2011,2011,01may2011,2011,0,0,0,-1,41,69,38,4,2,1,1,1,0,,1,1,1,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,4,-1,41,69,38,4,2,1,1,1,0,,1,1,1,,,,,,,,1,0,0,,0,1,0,1,1,0,300,1,1,White,1,Athletic,1,Average,1,Blonde,1,Straight,1,Escort/Massage/S&M,4,4
32383,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,250,,250,9,,9,9,,9,9,,9,01aug2002,2002,01aug2002,2002,0,0,0,0,26,66,36,3,4,1,1,1,0,,1,1,1,,1,,,1,,0,250,,,,,,,,,,,,,,,,,,,,,,,,43,0,26,66,36,3,4,1,1,1,0,,1,1,1,,1,,,1,,0,1,0,0,0,0,1,1,0,1,0,250,1,1,White,1,Other,1,Super nice,1,Bleached,1,Some curls,1,Escort/Massage,43,43
32440,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,350,,350,7,,7,9,,9,8,,8,01feb2006,2006,01feb2006,2006,0,0,0,-2,36,63,34,2,4,1,1,1,0,1,1,1,1,1,0,,0,0,0,0,350,,,,,,,,,,,,,,,,,,,,,,,,77,-2,36,63,34,2,4,1,1,1,0,1,1,1,1,1,0,,0,0,0,0,1,0,0,,0,1,1,0,1,0,350,1,1,White,1,Athletic,1,Youthful,1,Blonde,1,Straight,1,Escort/Massage,77,77
32471,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,175,,175,7,,7,9,,9,8,,8,01nov2010,2010,01nov2010,2010,0,0,0,-2,18,63,34,3,5,1,1,1,0,1,1,1,1,1,1,,,1,1,,175,,,,,,,,,,,,,,,,,,,,,,,,2,-2,18,63,34,3,5,1,1,1,0,1,1,1,1,1,1,,,1,1,,1,0,0,0,0,1,1,0,1,0,175,1,1,White,1,Athletic,1,Perky,1,Brown,1,Straight,1,Escort/Massage,2,2
32486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,,300,8,,8,9,,9,8.5,,8.5,01dec2003,2003,01dec2003,2003,0,0,0,-1,31,63,36,3,5,1,1,1,0,0,1,1,1,1,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,22,-1,31,63,36,3,5,1,1,1,0,0,1,1,1,1,,,,,,,1,1,0,0,0,1,0,1,1,0,300,1,1,White,1,Average,1,Super nice,1,Blonde,1,Some curls,1,Escort/Massage/S&M,22,22
32507,1,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,300,,300,8,,8,9,,9,8.5,,8.5,01jan2006,2006,01jan2006,2006,0,0,0,-1,26,60,34,1,4,1,1,1,0,0,1,1,1,1,0,,0,1,1,1,300,,,,,,,,,,,,,,,,,,,,,,,,190,-1,26,60,34,1,4,1,1,1,0,0,1,1,1,1,0,,0,1,1,1,1,0,0,,0,1,1,0,1,0,300,1,1,White,1,Thin,1,Youthful,1,Brown,1,Some curls,1,Escort/Massage,190,190
32556,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,272,,272,9,,9,9,,9,9,,9,01mar2005,2005,01mar2005,2005,0,0,0,0,31,69,38,3,5,1,1,1,0,0,1,,0,1,1,,1,1,1,,272,,,,,,,,,,,,,,,,,,,,,,,,97,0,31,69,38,3,5,1,1,1,0,0,1,,0,1,1,,1,1,1,,1,0,0,,0,0,0,1,0,0,272,1,1,White,1,Baby fat,1,Super nice,1,Red,1,Some curls,1,S&M,97,97
32560,1,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,200,,200,8,,8,9,,9,8.5,,8.5,01dec2007,2007,01dec2007,2007,0,0,0,-1,36,63,34,3,5,0,0,0,0,0,0,0,0,,0,,0,,,0,200,,,,,,,,,,,,,,,,,,,,,,,,7,-1,36,63,34,3,5,0,0,0,0,0,0,0,0,,0,,0,,,0,1,0,0,2,0,0,1,0,0,0,200,1,1,White,1,Athletic,1,Perky,1,Brown,1,Straight,1,Massage,7,7
32567,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,125,,125,9,,9,9,,9,9,,9,01apr2003,2003,01apr2003,2003,0,0,0,0,26,60,34,4,6,0,0,1,1,0,,,,1,0,,,1,1,,125,,,,,,,,,,,,,,,,,,,,,,,,5,0,26,60,34,4,6,0,0,1,1,0,,,,1,0,,,1,1,,1,1,0,0,0,1,1,0,1,0,125,1,1,African american,1,Thin,1,Super nice,1,Brown,1,Permed,1,Escort/Massage,5,5
32569,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200,,200,8,,8,9,,9,8.5,,8.5,01oct2006,2006,01oct2006,2006,0,0,0,-1,26,63,36,4,4,1,1,1,0,0,1,1,1,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,9,-1,26,63,36,4,4,1,1,1,0,0,1,1,1,,,,,,,,1,0,,0,0,1,1,0,1,0,200,1,1,White,1,Athletic,1,Youthful,1,Brown,1,Straight,1,Escort/Massage,9,9
33496,1,0,0,2,0,0,0,4,2,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,250,,250,9,,9,9,,9,9,,9,01jun2009,2009,01jun2009,2009,0,0,0,0,21,63,34,3,5,1,1,1,0,,1,1,1,1,0,1,0,,,,250,,,,,,,,,,,,,,,,,,,,,,,,40,0,21,63,34,3,5,1,1,1,0,,1,1,1,1,0,1,0,,,,1,0,1,0,0,1,1,0,1,0,250,1,1,Asian,1,Athletic,1,Super nice,1,Black,1,Straight,1,Escort/Massage,40,40
33608,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,250,,250,7,,7,9,,9,8,,8,01jun2004,2004,01jun2004,2004,0,0,0,-2,31,60,30,2,5,1,1,1,0,1,1,1,1,1,0,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,56,-2,31,60,30,2,5,1,1,1,0,1,1,1,1,1,0,,,,,,1,0,0,0,0,1,1,0,1,0,250,1,1,White,1,Athletic,1,Average,1,Red,1,Curly,1,Escort/Massage,56,56
33655,1,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,400,,400,9,,9,9,,9,9,,9,01apr2007,2007,01apr2007,2007,0,0,0,0,21,72,34,3,4,,,1,1,,1,1,1,,,,,1,1,,400,,,,,,,,,,,,,,,,,,,,,,,,7,0,21,72,34,3,4,,,1,1,,1,1,1,,,,,1,1,,1,0,0,0,0,1,0,1,1,,400,1,1,African american,1,Athletic,1,Perky,1,Black,1,Straight,1,Escort/Massage/S&M,7,7
33710,1,0,0,1,0,0,0,2,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,300,,300,9,,9,9,,9,9,,9,01nov2002,2002,01nov2002,2002,0,0,0,0,31,66,36,2,6,1,1,1,1,0,1,1,1,1,,,,1,1,,300,,,,,,,,,,,,,,,,,,,,,,,,162,0,31,66,36,2,6,1,1,1,1,0,1,1,1,1,,,,1,1,,1,0,0,0,0,1,1,0,1,0,300,1,1,White,1,Thin,1,Perky,1,Blonde,1,Some curls,1,Escort/Massage,162,162
33718,1,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,260,,260,8,,8,9,,9,8.5,,8.5,01sep2010,2010,01sep2010,2010,0,0,0,-1,26,63,32,1,3,,,1,1,,1,,1,1,0,0,0,,,0,260,,,,,,,,,,,,,,,,,,,,,,,,16,-1,26,63,32,1,3,,,1,1,,1,,1,1,0,0,0,,,0,1,0,0,,0,1,1,0,1,0,260,1,1,White,1,Skinny,1,Average,1,Other,1,Straight,1,Escort/Massage,16,16
33755,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,360,,360,8,,8,9,,9,8.5,,8.5,01jun2006,2006,01jun2006,2006,0,0,0,-1,36,69,36,3,3,0,0,1,0,1,1,1,1,,1,1,1,1,1,,360,,,,,,,,,,,,,,,,,,,,,,,,39,-1,36,69,36,3,3,0,0,1,0,1,1,1,1,,1,1,1,1,1,,1,1,0,0,0,1,0,1,1,0,360,1,1,White,1,Thin,1,Droopy,1,Bleached,1,Some curls,1,Escort/Massage/S&M,39,39
33772,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,200,,200,9,,9,9,,9,9,,9,01aug2004,2004,01aug2004,2004,0,0,0,0,21,69,34,3,5,1,1,0,0,0,1,0,0,,0,,0,1,1,,200,,,,,,,,,,,,,,,,,,,,,,,,20,0,21,69,34,3,5,1,1,0,0,0,1,0,0,,0,,0,1,1,,1,1,,0,0,0,1,0,0,0,200,1,1,White,1,Athletic,1,Super nice,1,Blonde,1,Some curls,1,Massage,20,20
33812,1,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,250,,250,9,,9,9,,9,9,,9,01nov2005,2005,01nov2005,2005,0,0,0,0,31,66,36,3,2,1,1,1,1,0,1,0,1,,0,,,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,34,0,31,66,36,3,2,1,1,1,1,0,1,0,1,,0,,,1,1,1,1,0,0,0,0,1,1,0,1,0,250,1,1,White,1,Average,1,Super nice,1,Brown,1,Straight,1,Escort/Massage,34,34
33823,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,,200,8,,8,9,,9,8.5,,8.5,01dec2009,2009,01dec2009,2009,0,0,0,-1,21,66,36,5,4,1,0,1,0,0,1,1,1,1,1,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,74,-1,21,66,36,5,4,1,0,1,0,0,1,1,1,1,1,,,,,,1,0,1,,1,1,1,0,1,0,200,1,1,Latina,1,Baby fat,1,Super nice,1,Blonde,1,Some curls,1,Escort/Massage,74,74
33837,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,240,,240,7,,7,9,,9,8,,8,01mar2003,2003,01mar2003,2003,0,0,0,-2,31,66,34,5,4,1,1,1,0,0,1,1,1,0,0,,0,,,,240,,,,,,,,,,,,,,,,,,,,,,,,17,-2,31,66,34,5,4,1,1,1,0,0,1,1,1,0,0,,0,,,,1,0,0,,0,1,1,0,1,0,240,1,1,White,1,Flabby,1,Droopy,1,Brown,1,Some curls,1,Escort/Massage,17,17
33841,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,200,,200,9,,9,9,,9,9,,9,01aug2005,2005,01aug2005,2005,0,0,0,0,26,69,38,3,4,1,1,1,0,,0,0,1,,1,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,42,0,26,69,38,3,4,1,1,1,0,,0,0,1,,1,,,,,,1,0,,,1,1,0,1,1,0,200,1,1,African american,1,Athletic,1,Youthful,1,Black,1,Some curls,1,Escort/Massage/S&M,42,42
33891,1,0,0,1,0,0,0,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,350,,350,9,,9,9,,9,9,,9,01jun2008,2008,01jun2008,2008,0,0,0,0,21,63,34,2,5,1,0,1,0,0,1,1,1,1,1,,1,0,,,350,,,,,,,,,,,,,,,,,,,,,,,,17,0,21,63,34,2,5,1,0,1,0,0,1,1,1,1,1,,1,0,,,1,0,0,,0,1,0,1,1,0,350,1,1,White,1,Thin,1,Perky,1,Brown,1,Curly,1,Escort/Massage/S&M,17,17
33929,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,400,,400,8,,8,9,,9,8.5,,8.5,01mar2009,2009,01mar2009,2009,0,0,0,-1,36,66,38,3,4,1,1,1,0,0,1,1,1,1,0,,,1,,,400,,,,,,,,,,,,,,,,,,,,,,,,36,-1,36,66,38,3,4,1,1,1,0,0,1,1,1,1,0,,,1,,,1,0,1,0,0,1,1,0,1,0,400,1,1,White,1,Athletic,1,Super nice,1,Blonde,1,Straight,1,Escort/Massage,36,36
33957,1,0,0,1,0,0,0,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,200,,200,8,,8,9,,9,8.5,,8.5,01jan2011,2011,01jan2011,2011,0,0,0,-1,31,63,34,5,5,1,1,1,0,,1,1,1,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,11,-1,31,63,34,5,5,1,1,1,0,,1,1,1,,,,,,,,1,0,0,0,0,1,0,1,1,,200,1,1,Latina,1,Athletic,1,Super nice,1,Black,1,Some curls,1,Escort/Massage/S&M,11,11
34125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200,,200,8,,8,9,,9,8.5,,8.5,01may2009,2009,01may2009,2009,0,0,0,-1,21,72,34,2,6,1,1,1,0,,1,1,1,,1,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,18,-1,21,72,34,2,6,1,1,1,0,,1,1,1,,1,,,,,,1,0,0,0,1,1,0,1,1,0,200,1,1,Latina,1,Athletic,1,Youthful,1,Black,1,Straight,1,Escort/Massage/S&M,18,18
34152,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,300,,300,8,,8,9,,9,8.5,,8.5,01jun2011,2011,01jun2011,2011,0,0,0,-1,21,63,34,3,4,1,1,1,0,,,,1,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,2,-1,21,63,34,3,4,1,1,1,0,,,,1,,,,,,,,1,0,0,0,0,1,1,0,1,0,300,1,1,African american,1,Thin,1,Youthful,1,Black,1,Straight,1,Escort/Massage,2,2
34196,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,250,,250,9,,9,9,,9,9,,9,01jan2007,2007,01jan2007,2007,0,0,0,0,21,66,34,2,5,,,1,0,0,1,1,1,,0,,0,,,0,250,,,,,,,,,,,,,,,,,,,,,,,,12,0,21,66,34,2,5,,,1,0,0,1,1,1,,0,,0,,,0,1,0,0,,0,1,1,0,1,,250,1,1,Asian,1,Thin,1,Youthful,1,Black,1,Straight,1,Escort/Massage,12,12
34229,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,150,,150,8,,8,9,,9,8.5,,8.5,01oct2004,2004,01oct2004,2004,0,0,0,-1,41,63,32,2,4,1,1,0,0,0,1,1,0,1,0,,1,1,1,0,150,,,,,,,,,,,,,,,,,,,,,,,,59,-1,41,63,32,2,4,1,1,0,0,0,1,1,0,1,0,,1,1,1,0,1,1,0,,0,0,1,0,0,0,150,1,1,White,1,Thin,1,Average,1,Blonde,1,Straight,1,Massage,59,59
34231,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,250,,250,9,,9,9,,9,9,,9,01aug2005,2005,01aug2005,2005,0,0,0,0,26,69,38,3,4,1,1,1,0,,1,1,1,1,,,,1,,,250,,,,,,,,,,,,,,,,,,,,,,,,20,0,26,69,38,3,4,1,1,1,0,,1,1,1,1,,,,1,,,1,1,0,0,0,1,1,0,1,0,250,1,1,White,1,Baby fat,1,Super nice,1,Blonde,1,Straight,1,Escort/Massage,20,20
